Labels,Paper Name,Author Names
Question Answering,Time-Stamped Language Model: Teaching Language Models to Understand The Flow of Events,Hossein Rajaby Faghihi and Parisa Kordjamshidi
Question Answering,If You Want to Go Far Go Together: Unsupervised Joint Candidate Evidence Retrieval for Multi-hop Question Answering,"Vikas Yadav, Steven Bethard and Mihai Surdeanu"
Question Answering,SPARTQA: A Textual Question Answering Benchmark for Spatial Reasoning,"Roshanak Mirzaee, Hossein Rajaby Faghihi, Qiang Ning and Parisa Kordjamshidi"
Question Answering,A Dataset of Information-Seeking Questions and Answers Anchored in Research Papers,"Pradeep Dasigi, Kyle Lo, Iz Beltagy, Arman Cohan, Noah A. Smith and Matt Gardner"
Question Answering,Differentiable Open-Ended Commonsense Reasoning,"Bill Yuchen Lin, Haitian Sun, Bhuwan Dhingra, Manzil Zaheer, Xiang Ren and William Cohen"
Question Answering,Does Structure Matter? Encoding Documents for Machine Reading Comprehension,"Hui Wan, Song Feng, Chulaka Gunasekara, Siva Sankalp Patel, Sachindra Joshi and Luis Lastras"
Question Answering,Multi-Step Reasoning Over Unstructured Text with Beam Dense Retrieval,"Chen Zhao, Chenyan Xiong, Jordan Boyd-Graber and Hal Daumé III"
Semantics: Lexical Semantics,Scalable and Interpretable Semantic Change Detection,"Syrielle Montariol, Matej Martinc and Lidia Pivovarova"
Semantics: Lexical Semantics,Scalar Adjective Identification and Multilingual Ranking,Aina Garí Soler and Marianna Apidianaki
Semantics: Lexical Semantics,ESC: Redesigning WSD with Extractive Sense Comprehension,"Edoardo Barba, Tommaso Pasini and Roberto Navigli"
Semantics: Lexical Semantics,"Recent advances in neural metaphor processing: A linguistic, cognitive and social perspective","Xiaoyu Tong, Ekaterina Shutova and Martha Lewis"
Semantics: Lexical Semantics,Constructing Taxonomies from Pretrained Language Models,"Catherine Chen, Kevin Lin and Dan Klein"
Semantics: Lexical Semantics,"Event Representation with Sequential, Semi-Supervised Discrete Variables",Mehdi Rezaee and Francis Ferraro
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Seq2Emo: A Sequence to Multi-Label Emotion Classification Model,"Chenyang Huang, Amine Trabelsi, Xuebin Qin, Nawshad Farruque, Lili Mou and Osmar Zaïane"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Knowledge Enhanced Masked Language Model for Stance Detection,Kornraphop Kawintiranon and Lisa Singh
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Learning Paralinguistic Features from Audiobooks through Style Voice Conversion,"Zakaria Aldeneh, Matthew Perez and Emily Mower Provost"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Adapting BERT for Continual Learning of a Sequence of Aspect Sentiment Classification Tasks,"Zixuan Ke, Hu Xu and Bing Liu"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Adversarial Learning for Zero-Shot Stance Detection on Social Media,"Emily Allaway, Malavika Srikanth and Kathleen McKeown"
Summarization,Efficiently Summarizing Text and Graph Encodings of Multi-Document Clusters,"Ramakanth Pasunuru, Mengwen Liu, Mohit Bansal, Sujith Ravi and Markus Dreyer"
Summarization,Enriching Transformers with Structured Tensor-Product Representations for Abstractive Summarization,"Yichen Jiang, Asli Celikyilmaz, Paul Smolensky, Paul Soulos, Sudha Rao, Hamid Palangi, Roland Fernandez, Caitlin Smith, Mohit Bansal and Jianfeng Gao"
Summarization,What’s in a Summary? Laying the Groundwork for Advances in Hospital-Course Summarization,"Griffin Adams, Emily Alsentzer, Mert Ketenci, Jason Zucker and Noémie Elhadad"
Summarization,Understanding Factuality in Abstractive Summarization with FRANK: A Benchmark for Factuality Metrics,"Artidoro Pagnoni, Vidhisha Balachandran and Yulia Tsvetkov"
Summarization,GSum: A General Framework for Guided Neural Abstractive Summarization,"Zi-Yi Dou, Pengfei Liu, Hiroaki Hayashi, Zhengbao Jiang and Graham Neubig"
Summarization,[TACL] WikiAsp: A Dataset for Multi-domain Aspect-based Summarization,"Hiroaki Hayashi, Prashant Budania, Peng Wang, Chris Ackerson, Raj Neervannan, Graham Neubig"
Computational Social Science and Social Media,Multitask Learning for Emotionally Analyzing Sexual Abuse Disclosures,"Ramit Sawhney, Puneet Mathur, Taru Jain, Akash Kumar Gautam and Rajiv Ratn Shah"
Computational Social Science and Social Media,Self Promotion in US Congressional Tweets,"Jun Wang, Kelly Cui and Bei Yu"
Computational Social Science and Social Media,Profiling of Intertextuality in Latin Literature Using Word Embeddings,"Patrick J. Burns, James Brofos, Kyle Li, Pramit Chaudhuri and Joseph P. Dexter"
Computational Social Science and Social Media,Identifying inherent disagreement in natural language inference,Xinliang Frederick Zhang and Marie-Catherine de Marneffe
Computational Social Science and Social Media,Modeling Human Mental States with an Entity-based Narrative Graph,"I-Ta Lee, Maria Leonor Pacheco and Dan Goldwasser"
Generation,A Simple and Efficient Multi-Task Learning Approach for Conditioned Dialogue Generation,Yan Zeng and Jian-Yun Nie
Generation,Hurdles to Progress in Long-form Question Answering,"Kalpesh Krishna, Aurko Roy and Mohit Iyyer"
Generation,ENTRUST: Argument Reframing with Language Models and Entailment,"Tuhin Chakrabarty, Christopher Hidey and Smaranda Muresan"
Summarization,Paragraph-level Simplification of Medical Texts,"Ashwin Devaraj, Iain Marshall, Byron Wallace and Junyi Jessy Li"
Generation,An Empirical Study on Neural Keyphrase Generation,"Rui Meng, Xingdi Yuan, Tong Wang, Sanqiang Zhao, Adam Trischler and Daqing He"
Summarization,Attention Head Masking for Inference Time Content Selection in Abstractive Summarization,Shuyang Cao and Lu Wang
Interpretability and Analysis of Models for NLP,Factual Probing Is [MASK]: Learning vs. Learning to Recall,"Zexuan Zhong, Dan Friedman and Danqi Chen"
Interpretability and Analysis of Models for NLP,Evaluating Saliency Methods for Neural Language Models,Shuoyang Ding and Philipp Koehn
Interpretability and Analysis of Models for NLP,Contextualized Perturbation for Textual Adversarial Attack,"Dianqi Li, Yizhe Zhang, Hao Peng, Liqun Chen, Chris Brockett, Ming-Ting Sun and Bill Dolan"
Interpretability and Analysis of Models for NLP,DirectProbe: Studying Representations without Classifiers,Yichu Zhou and Vivek Srikumar
Interpretability and Analysis of Models for NLP,Evaluating the Values of Sources in Transfer Learning,Md Rizwan Parvez and Kai-Wei Chang
Interpretability and Analysis of Models for NLP,Too Much in Common: Shifting of Embeddings in Transformer Language Models and its Implications,"Daniel Biś, Maksim Podkorytov and Xiuwen Liu"
Machine Learning for NLP,On the Inductive Bias of Masked Language Modeling: From Statistical to Syntactic Dependencies,Tianyi Zhang and Tatsunori Hashimoto
Machine Learning for NLP,Limitations of Autoregressive Models and Their Alternatives,"Chu-Cheng Lin, Aaron Jaech, Xin Li, Matthew R. Gormley and Jason Eisner"
Machine Learning for NLP,On the Transformer Growth for Progressive BERT Training,"Xiaotao Gu, Liyuan Liu, Hongkun Yu, Jing Li, Chen Chen and Jiawei Han"
Machine Learning for NLP,Revisiting Simple Neural Probabilistic Language Models,Simeng Sun and Mohit Iyyer
Machine Learning for NLP,ReadTwice: Reading Very Large Documents with Memories,"Yury Zemlyanskiy, Joshua Ainslie, Michiel de Jong, Philip Pham, Ilya Eckstein and Fei Sha"
Machine Learning for NLP,SCRIPT: Self-Critic PreTraining of Transformers,"Erik Nijkamp, Bo Pang, Ying Nian Wu and Caiming Xiong"
"Language Grounding to Vision, Robotics and Beyond",Multimodal End-to-End Sparse Model for Emotion Recognition,"Wenliang Dai, Samuel Cahyawijaya, Zihan Liu and Pascale Fung"
"Language Grounding to Vision, Robotics and Beyond",MIMOQA: Multimodal Input Multimodal Output Question Answering,"Hrituraj Singh, Anshul Nasery, Denil Mehta, Aishwarya Agarwal, Jatin Lamba and Balaji Vasan Srinivasan"
"Language Grounding to Vision, Robotics and Beyond",OCID-Ref: A 3D Robotic Dataset With Embodied Language For Clutter Scene Grounding,"Ke-Jyun Wang, Yun-Hsuan Liu, Hung-Ting Su, Jen-Wei Wang, Yu-Siang Wang, Winston Hsu and Wen-Chin Chen"
"Language Grounding to Vision, Robotics and Beyond",Unsupervised Vision-and-Language Pre-training Without Parallel Images and Captions,"Liunian Harold Li, Haoxuan You, Zhecan Wang, Alireza Zareian, Shih-Fu Chang and Kai-Wei Chang"
"Language Grounding to Vision, Robotics and Beyond",Multitasking Inhibits Semantic Drift,"Athul Paul Jacob, Mike Lewis and Jacob Andreas"
"Language Grounding to Vision, Robotics and Beyond",Probing Contextual Language Models for Common Ground with Visual Representations,"Gabriel Ilharco, Rowan Zellers, Ali Farhadi and Hannaneh Hajishirzi"
Machine Learning for NLP,BBAEG: Towards BERT-based Biomedical Adversarial Example Generation for Text Classification,Ishani Mondal
Machine Learning for NLP,Targeted Adversarial Training for Natural Language Understanding,"Lis Pereira, Xiaodong Liu, Hao Cheng, Hoifung Poon, Jianfeng Gao and Ichiro Kobayashi"
Machine Learning for NLP,Latent-Optimized Adversarial Neural Transfer for Sarcasm Detection,"Xu Guo, Boyang Li, Han Yu and Chunyan Miao"
Machine Learning for NLP,Self-training Improves Pre-training for Natural Language Understanding,"Jingfei Du, Edouard Grave, Beliz Gunel, Vishrav Chaudhary, Onur Celebi, Michael Auli, Veselin Stoyanov and Alexis Conneau"
Machine Learning for NLP,Supporting Clustering with Contrastive Learning,"Dejiao Zhang, Feng Nan, Xiaokai Wei, Shang-Wen Li, Henghui Zhu, Kathleen McKeown, Ramesh Nallapati, Andrew O. Arnold and Bing Xiang"
Machine Learning for NLP,[TACL] Self-supervised Regularization for Text Classification,"Meng Zhou, Zechen Li, Pengtao Xie"
"Phonology, Morphology and Word Segmentation",Do RNN States Encode Abstract Phonological Alternations?,"Miikka Silfverberg, Francis Tyers, Garrett Nicolai and Mans Hulden"
"Phonology, Morphology and Word Segmentation",Pre-training with Meta Learning for Chinese Word Segmentation,"Zhen Ke, Liang Shi, Songtao Sun, Erli Meng, Bin Wang and Xipeng Qiu"
"Phonology, Morphology and Word Segmentation","Decompose, Fuse and Generate: A Formation-Informed Method for Chinese Definition Generation","Hua Zheng, Damai Dai, Lei Li, Tianyu Liu, Zhifang Sui, Baobao Chang and Yang Liu"
"Phonology, Morphology and Word Segmentation",User-Generated Text Corpus for Evaluating Japanese Morphological Analysis and Lexical Normalization,"Shohei Higashiyama, Masao Utiyama, Taro Watanabe and Eiichiro Sumita"
"Phonology, Morphology and Word Segmentation",GPT Perdetry Test: Generating new meanings for new words,"Nikolay Malkin, Sameera Lanka, Pranav Goel, Sudha Rao and Nebojsa Jojic"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Universal Semantic Tagging for English and Mandarin Chinese,"Wenxi Li, Yiyang Hou, Yajie Ye, Li Liang and Weiwei Sun"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",ShadowGNN: Graph Projection Neural Network for Text-to-SQL Parser,"Zhi Chen, Lu Chen, Yanbin Zhao, Ruisheng Cao, Zihan Xu, Su Zhu and Kai Yu"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Contextualized and Generalized Sentence Representations by Contrastive Self-Supervised Learning: A Case Study on Discourse Relation Analysis,Hirokazu Kiyomaru and Sadao Kurohashi
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",AMR Parsing with Action-Pointer Transformer,"Jiawei Zhou, Tahira Naseem, Ramón Fernandez Astudillo and Radu Florian"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",NL-EDIT: Correcting Semantic Parse Errors through Natural Language Interaction,"Ahmed Elgohary, Christopher Meek, Matthew Richardson, Adam Fourney, Gonzalo Ramos and Ahmed Hassan Awadallah"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Unsupervised Concept Representation Learning for Length-Varying Text Similarity,"Xuchao Zhang, Bo Zong, Wei Cheng, Jingchao Ni, Yanchi Liu and Haifeng Chen"
Dialogue and Interactive Systems,Augmenting Knowledge-grounded Conversations with Sequential Knowledge Transition,"Haolan Zhan, Hainan Zhang, Hongshen Chen, Zhuoye Ding, Yongjun Bao and Yanyan Lan"
Dialogue and Interactive Systems,Adversarial Self-Supervised Learning for Out-of-Domain Detection,"Zhiyuan Zeng, Keqing He, Yuanmeng Yan, Hong Xu and Weiran Xu"
Dialogue and Interactive Systems,Leveraging Slot Descriptions for Zero-Shot Cross-Domain Dialogue StateTracking,"Zhaojiang Lin, Bing Liu, Seungwhan Moon, Paul Crook, Zhenpeng Zhou, Zhiguang Wang, Zhou Yu, Andrea Madotto, Eunjoon Cho and Rajen Subba"
Dialogue and Interactive Systems,Hierarchical Transformer for Task Oriented Dialog Systems,"Bishal Santra, Potnuru Anusha and Pawan Goyal"
Dialogue and Interactive Systems,Measuring the ‘I don’t know’ Problem through the Lens of Gricean Quantity,Huda Khayrallah and João Sedoc
Dialogue and Interactive Systems,[TACL] Dialogue State Tracking with Incremental Reasoning,"Lizi Liao, Le Hong Long, Yunshan Ma, Wenqiang Lei, Tat-Seng Chua"
Information Extraction,RTFE: A Recursive Temporal Fact Embedding Framework for Temporal Knowledge Graph Completion,"Youri Xu, Haihong E, Meina Song, wenyu song, Xiaodong Lv, wang haotian and yang jinrui"
Information Extraction,Open Hierarchical Relation Extraction,"Kai Zhang, Yuan Yao, Ruobing Xie, Xu Han, Zhiyuan Liu, Fen Lin, Leyu Lin and Maosong Sun"
Information Extraction,Jointly Extracting Explicit and Implicit Relational Triples with Reasoning Pattern Enhanced Binary Pointer Network,"Yubo Chen, Yunqi Zhang, Changran Hu and Yongfeng Huang"
Information Extraction,Multi-Grained Knowledge Distillation for Named Entity Recognition,"Xuan Zhou, Xiao Zhang, Chenyang Tao, Junya Chen, Bing Xu, Wei Wang and Jing Xiao"
Information Extraction,"SGG: Learning to Select, Guide, and Generate for Keyphrase Generation","Jing Zhao, Junwei Bao, Yifan Wang, Youzheng Wu, Xiaodong He and Bowen Zhou"
Information Extraction,Towards Sentiment and Emotion aided Multi-modal Speech Act Classification in Twitter,"Tulika Saha, Apoorva Upadhyaya, Sriparna Saha and Pushpak Bhattacharyya"
Machine Translation and Multilinguality,Generative Imagination Elevates Machine Translation,"Quanyu Long, Mingxuan Wang and Lei Li"
Machine Translation and Multilinguality,Non-Autoregressive Translation by Learning Target Categorical Codes,"Yu Bao, Shujian Huang, Tong Xiao, Dongqi Wang, Xinyu Dai and Jiajun CHEN"
Machine Translation and Multilinguality,Training Data Augmentation for Code-Mixed Translation,"Abhirut Gupta, Aditya Vavre and Sunita Sarawagi"
Machine Translation and Multilinguality,Rethinking Perturbations in Encoder-Decoders for Fast Training,Sho Takase and Shun Kiyono
Machine Translation and Multilinguality,Context-aware Decoder for Neural Machine Translation using a Target-side Document-Level Language Model,Amane Sugiyama and Naoki Yoshinaga
Machine Translation and Multilinguality,Machine Translated Text Detection Through Text Similarity with Round-Trip Translation,"Hoang-Quoc Nguyen-Son, Tran Thao, Seira Hidano, Ishita Gupta and Shinsaku Kiyomoto"
Question Answering,TR-BERT: Dynamic Token Reduction for Accelerating BERT Inference,"Deming Ye, Yankai Lin, Yufei Huang and Maosong Sun"
Question Answering,Breadth First Reasoning Graph for Multi-hop Question Answering,Yongjie Huang and Meng Yang
Question Answering,Improving Zero-Shot Cross-lingual Transfer for Multilingual Question Answering over Knowledge Graph,"Yucheng Zhou, Xiubo Geng, Tao Shen, Wenqiang Zhang and Daxin Jiang"
Question Answering,RocketQA: An Optimized Training Approach to Dense Passage Retrieval for Open-Domain Question Answering,"Yingqi Qu, Yuchen Ding, Jing Liu, Kai Liu, Ruiyang Ren, Wayne Xin Zhao, Daxiang Dong, Hua Wu and Haifeng Wang"
Question Answering,DAGN: Discourse-Aware Graph Network for Logical Reasoning,"Yinya Huang, Meng Fang, Yu Cao, Liwei Wang and Xiaodan Liang"
Question Answering,Designing a Minimal Retrieve-and-Read System for Open-Domain Question Answering,Sohee Yang and Minjoon Seo
Question Answering,Unsupervised Multi-hop Question Answering by Question Generation,"Liangming Pan, Wenhu Chen, Wenhan Xiong, Min-Yen Kan and William Yang Wang"
Summarization,Sliding Selector Network with Dynamic Memory for Extractive Summarization of Long Documents,Peng Cui and Le Hu
Summarization,AdaptSum: Towards Low-Resource Domain Adaptation for Abstractive Summarization,"Tiezheng Yu, Zihan Liu and Pascale Fung"
Summarization,QMSum: A New Benchmark for Query-based Multi-domain Meeting Summarization,"Ming Zhong, Da Yin, Tao Yu, Ahmad Zaidi, Mutethia Mutuma, Rahul Jha, Ahmed Hassan Awadallah, Asli Celikyilmaz, Yang Liu, Xipeng Qiu and Dragomir Radev"
Summarization,MM-AVS: A Full-Scale Dataset for Multi-modal Summarization,"Xiyan Fu, Jun Wang and Zhenglu Yang"
Summarization,MediaSum: A Large-scale Media Interview Dataset for Dialogue Summarization,"Chenguang Zhu, Yang Liu, Jie Mei and Michael Zeng"
Summarization,Improving Faithfulness in Abstractive Summarization with Contrast Candidate Generation and Selection,"Sihao Chen, Fan Zhang, Kazoo Sone and Dan Roth"
Summarization,Inference Time Style Control for Summarization,Shuyang Cao and Lu Wang
